t_min,mode,Core_ZN_temp,Perimeter_ZN_1_temp,Perimeter_ZN_2_temp,Perimeter_ZN_3_temp,Perimeter_ZN_4_temp,Core_ZN_pmv,Perimeter_ZN_1_pmv,Perimeter_ZN_2_pmv,Perimeter_ZN_3_pmv,Perimeter_ZN_4_pmv,facility_electricity_j,carbon_intensity_gco2_kwh
315.0,ai,15.126650433492731,15.597538347110252,15.592747783754234,15.596938350197782,15.59260725176575,-2.21,-2.07,-2.07,-2.07,-2.07,0.0,349.8
322.0,ai,15.595727680187643,14.769446927254828,14.561865653254063,14.634667755924212,14.510673872193601,-2.07,-2.32,-2.38,-2.36,-2.4,0.0,349.8
330.0,ai,15.599999409948733,14.447721592248323,14.312417464806485,14.248061369065981,14.226295478722475,-2.07,-2.42,-2.46,-2.48,-2.48,0.0,349.7
342.50000000000006,ai,15.599999819641194,15.578109204331376,15.559013127703093,15.573398945831936,15.55726054173212,-2.07,-2.08,-2.08,-2.08,-2.08,0.0,349.6
354.99999999999994,ai,15.12542475912477,15.597500974172045,15.592685559772889,15.596919973681096,15.592559588182827,-2.21,-2.07,-2.07,-2.07,-2.07,0.0,349.5
362.0,ai,15.595713509528439,14.753177469782239,14.54844748876451,14.624550976652088,14.498861150377408,-2.07,-2.32,-2.39,-2.36,-2.4,0.0,349.4
370.0,ai,15.599999518074574,14.419989299646634,14.291077324629894,14.231708540086656,14.207932733760416,-2.07,-2.42,-2.46,-2.48,-2.49,0.0,349.2
382.5,ai,15.599999768453932,15.577586148021668,15.558348050963072,15.573074398057237,15.556703216728259,-2.07,-2.08,-2.08,-2.08,-2.08,0.0,349.0
395.0,ai,15.120901952789946,15.597448947069001,15.592578846953556,15.596886691433081,15.592472325831386,-2.21,-2.07,-2.07,-2.07,-2.07,0.0,348.7
402.0,ai,15.595670546322445,14.734211982759678,14.532777966197834,14.612378751758472,14.484566467581146,-2.07,-2.33,-2.39,-2.37,-2.4,0.0,348.5
410.0,ai,15.599999467022455,14.388656053986361,14.267159522560421,14.212087493776123,14.185791984888192,-2.07,-2.43,-2.47,-2.49,-2.49,0.0,348.2
422.5,ai,15.599999868853521,15.576995171989216,15.557600765004395,15.572683179103421,15.556028313014815,-2.07,-2.08,-2.08,-2.08,-2.08,0.0,347.7
435.0,ai,15.120692847171934,15.59738931071104,15.592457019785439,15.596845741111213,15.592364665368958,-2.21,-2.07,-2.07,-2.07,-2.07,0.0,347.1
